group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
js,path_color_animated_label,Animated color,,,,,,,,,Анімований колір
js,path_weight_label,Weight,,,,,,,,,Товщина
js,enemypatrol_faction_label,Faction,,,,,,,,,Фракція
js,enemypatrol_teeming_label,Teeming,,,,,,,,,Teeming
js,enemypatrol_color_label,Color,,,,,,,,,Колір
js,enemypatrol_color_animated_label,Color animated,,,,,,,,,Анімований колір
js,enemypatrol_weight_label,Weight,,,,,,,,,Товщина
js,enemypatrol_couple_enemies_label,Couple enemies,,,,,,,,,Згрупувати ворогів
js,enemypatrol_couple_enemies_button_text_label,Select enemies,,,,,,,,,Вибрати ворогів
js,enemypack_group_label,Group,,,,,,,,,Група
js,enemypack_color_label,Color,,,,,,,,,Колір
js,enemypack_color_animated_label,Color animated,,,,,,,,,Анімований колір
js,enemypack_faction_label,Faction,,,,,,,,,Фракція
js,enemypack_teeming_label,Teeming,,,,,,,,,Teeming
js,enemypack_mark_as_skippable_label,Mark enemies as skippable,,,,,,,,,Позначити ворогів як пропущуваних
js,enemypack_mark_as_skippable_button_text_label,Mark as Skippable,,,,,,,,,Позначити ворогів як пропущуваних
js,dungeonfloorswitchmarker_faction_label,Faction,,,,,,,,,Фракція
js,dungeonfloorswitchmarker_teeming_label,Teeming,,,,,,,,,Teeming
js,dungeonfloorswitchmarker_source_floor_id_label,Source floor,,,,,,,,,Основний поверх
js,dungeonfloorswitchmarker_source_floor_id_select_default_label,Select floor,,,,,,,,,Вибрати поверх
js,dungeonfloorswitchmarker_target_floor_id_label,Target floor,,,,,,,,,Цільовий поверх
js,dungeonfloorswitchmarker_target_floor_id_select_default_label,Select floor,,,,,,,,,Вибрати поверх
js,dungeonfloorswitchmarker_linked_dungeon_floor_switch_marker_id_label,Linked floor switch ID,,,,,,,,,ID перемикача пов'язаного поверху
js,dungeonfloorswitchmarker_direction_label,Direction,,,,,,,,,Напрям
js,dungeonfloorswitchmarker_direction_select_default_label,Use floor coupling direction,,,,,,,,,Використовувати напрям для об'єднаних поверхів
js,dungeonfloorswitchmarker_hidden_in_facade_label,Hidden in facade,,,,,,,,,Прихований за фасадом
js,dungeonfloorswitchmarker_to_label,To :floor,,,,,,,,,На :floor
js,dungeonfloorswitchmarker_go_to_label,Go to :floor,,,,,,,,,Перейти у :floor
js,dungeonfloorswitchmarker_unknown_label,Unknown,,,,,,,,,Невідомий
js,mountablearea_faction_label,Faction,,,,,,,,,Фракція
js,mountablearea_teeming_label,Teeming,,,,,,,,,Teeming
js,mountablearea_speed_label,Speed (yards p/s),,,,,,,,,Швидкість (м/с)
js,mountablearea_tooltip_label,:speed yards p/s,,,,,,,,,:speed м/с
js,floorunion_target_floor_id_select_default_label,Select floor,,,,,,,,,Вибрати поверх
js,floorunion_target_floor_id_label,Target floor,,,,,,,,,Цільовий поверх
js,floorunion_size_label,Size,,,,,,,,,Розмір
js,floorunion_rotation_label,Rotation,,,,,,,,,Обернути
js,floorunionarea_floor_union_id_label,Floor Union ID,,,,,,,,,ID сполучення поверхів
js,actions_label,Actions,,,,,,,,,Дії
js,add_to_team_label,Add to team...,,,,,,,,,Додати в команду...
js,view_label,View,,,,,,,,,Переглянути
js,collaborator_label,Edit,,,,,,,,,Змінити
js,moderator_label,Moderate,,,,,,,,,Модерувати
js,admin_label,Admin,,,,,,,,,Власний
js,change_role_success,Permissions updated,,,,,,,,,Доступ оновлено
js,change_default_role_success,Default role updated,,,,,,,,,Стандартну роль оновлено
js,team_admin,Administrate team,,,,,,,,,Команда адміністраторів
js,team_moderator,Moderate team,,,,,,,,,Команда модераторів
js,team_collaborator,Edit routes,,,,,,,,,Змінити маршрути
js,team_member,View routes,,,,,,,,,Переглянути маршрути
js,remove_label,Remove,,,,,,,,,Прибрати
js,team_add_route_successful,Route successfully added to team,,,,,,,,,Маршрут успішно додано до команди
js,team_remove_route_successful,Route successfully removed from team,,,,,,,,,Маршрут успішно прибрано з команди
js,ad_free_giveaway_label,Ad-free giveaway,,,,,,,,,Роздавання вимкнень реклами
js,ad_free_giveaway_user_already_ad_free_label,User is already ad-free,,,,,,,,,Користувач уже не бачить реклами
js,ad_free_giveaway_user_already_ad_free_giveaway_label,User is already ad-free through a giveaway,,,,,,,,,Користувач уже не бачить реклами завдяки роздаванню
js,ad_free_giveaway_add_label,Make ad-free,,,,,,,,,Подарувати вимкнення реклами
js,ad_free_giveaway_remove_label,Revoke ad-free,,,,,,,,,Скасувати вимкнення реклами
js,datatable_no_teams_in_table,You are not a member of any team yet,,,,,,,,,Ви не належите до жодної команди
js,datatable_no_members_in_table,This team has no members yet,,,,,,,,,У цій команді ще немає учасників
js,preview_label,Preview,,,,,,,,,Попередній перегляд
js,title_label,Title,,,,,,,,,Назва
js,dungeon_label,Dungeon,,,,,,,,,Підземелля
js,dungeons_label,Dungeons,,,,,,,,,Підземелля
js,features_label,Features,,,,,,,,,Характеристики
js,author_label,Author,,,,,,,,,Автор
js,metrics_label,Metrics,,,,,,,,,Показники
js,views_tooltip_label,Regular views/embed views,,,,,,,,,Звичайні перегляди / перегляди через вставлений код
js,copy_tooltip_label,MDT string copies from viewing/on embed page,,,,,,,,,Копії рядків MDT під час перегляду / на сторінці зі вставленим кодом
js,rating_label,Rating,,,,,,,,,Оцінка
js,published_label,Published,,,,,,,,,Опубліковано
js,add_route_label,Add,,,,,,,,,Додати
js,remove_route_label,Remove,,,,,,,,,Прибрати
js,yes_label,Yes,,,,,,,,,Так
js,no_label,No,,,,,,,,,Ні
js,cancel_label,Cancel,,,,,,,,,Скасувати
js,finished_label,Finished,,,,,,,,,Готово
js,remove_member_confirm_label,Are you sure you want remove this user from the team? Any ad-free giveaways to this user will be removed.,,,,,,,,,Справді хочете прибрати користувача з команди? Будь-які бонуси вимкнення реклами будуть для нього скасовані.
js,remove_member_success,Member removed successfully,,,,,,,,,Учасника успішно видалено
js,leave_team_confirm_label,Are you sure you wish to leave this team? You may lose any ad-free giveaways awarded to you from team members.,,,,,,,,,"Справді хочете покинути цю команду? Ви можете втратити бонус вимкненої реклами, яку отримали від учасників команди."
js,leave_team_disband_confirm_label,Are you sure you wish to leave this team? You may lose any ad-free giveaways awarded to you from team members. WARNING: this will disband the team.,,,,,,,,,"Справді що хочете покинути цю команду? Ви можете втратити бонус вимкненої реклами, яку отримали від учасників команди. УВАГА! Ця дія призведе до розформування команди."
js,ad_free_giveaway_add_success,Successfully granted ad-free status,,,,,,,,,Успішно надано статус «без реклами»
js,ad_free_giveaway_add_failed,Failed to grant ad-free status,,,,,,,,,Не вдалося надати статус «без реклами»
js,ad_free_giveaway_remove_success,Successfully revoked ad-free status,,,,,,,,,Успішно прибрано статус «без реклами»
js,ad_free_giveaway_remove_failed,Failed to revoke ad-free status,,,,,,,,,Не вдалося прибрати статус «без реклами»
js,name_label,Name,,,,,,,,,Ім'я
js,email_label,Email,,,,,,,,,Е-пошта
js,join_date_label,Join date,,,,,,,,,Дата приєднання
js,role_label,Role,,,,,,,,,Ролі
js,assignable_roles_label,Assignable roles,,,,,,,,,Доступні ролі
js,leave_label,Leave,,,,,,,,,Покинути
js,delete_team_confirm_label,Are you sure you want to IRREVERSIBLY delete this team and its user/route associations?,,,,,,,,,"Упевнені, що хочете НЕЗВОРОТНО видалити цю команду й зв'язки користувачів з маршрутами?"
