9/7 09:50:26.066  ZONE_CHANGE,429,"Dire Maul",1
9/7 10:40:21.010  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0004797A05,"Arcane Aberration",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11480-0004797A05,0000000000000000,0,10905,0,0,222,0,0,5903,5903,0,-157.82,746.36,238,0.7065,31,3191725,1595862,3180820,64,0,0,0,1,nil,nil
9/7 10:40:21.037  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0004797A05,"Arcane Aberration",0x10a48,0x0,0
9/7 10:40:23.021  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0004F97A05,"Mana Remnant",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11483-0004F97A05,0000000000000000,0,9420,0,0,203,0,0,5258,5258,0,-142.62,736.75,238,2.0930,29,3106070,1553034,3096650,64,0,0,0,1,nil,nil
9/7 10:40:23.040  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0004F97A05,"Mana Remnant",0x10a48,0x0,0
9/7 10:40:24.599  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0004797A05,"Mana Remnant",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11483-0004797A05,0000000000000000,0,10175,0,0,212,0,0,5524,5524,0,-151.33,721.86,238,0.8110,30,1596713,1596712,1586538,64,0,0,0,nil,nil,nil
9/7 10:40:24.640  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0004797A05,"Mana Remnant",0x10a48,0x0,0
9/7 10:40:26.028  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0003F97A05,"Arcane Aberration",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11480-0003F97A05,0000000000000000,0,10905,0,0,222,0,0,5903,5903,0,-166.14,729.34,238,6.0082,31,1607393,1607392,1596488,64,0,0,0,nil,nil,nil
9/7 10:40:26.043  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0003F97A05,"Arcane Aberration",0x10a48,0x0,0
9/7 10:40:29.034  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14399-0001797A05,"Arcane Torrent",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14399-0001797A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,-107.37,701.12,238,3.0825,31,4270739,4270739,4244567,1,0,0,0,nil,nil,nil
9/7 10:40:29.034  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0003F97A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0003F97A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,-106.06,698.31,238,2.7648,30,8176231,4088115,8174603,1,0,0,0,1,nil,nil
9/7 10:40:29.047  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14399-0001797A05,"Arcane Torrent",0xa48,0x0,0
9/7 10:40:29.047  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0003F97A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:40:29.047  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0004797A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0004797A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,-110.02,702.56,238,3.3857,30,8183315,4091657,8181687,1,0,0,0,1,nil,nil
9/7 10:40:29.047  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0004797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:40:29.047  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0004F97A05,"Arcane Feedback",0x10a48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0004F97A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,-108.63,695.43,238,2.0380,31,4206510,4206510,4204765,1,0,0,0,nil,nil,nil
9/7 10:40:29.047  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0004F97A05,"Arcane Feedback",0x10a48,0x0,0
9/7 10:40:40.579  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11496-0000797A05,"Immol'thar",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11496-0000797A05,0000000000000000,0,81655,0,0,232,0,1,0,0,0,-38.08,812.44,238,3.9961,32,3171568,1585784,3089913,64,0,0,0,1,nil,nil
9/7 10:40:40.579  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11496-0000797A05,"Immol'thar",0x10a48,0x0,0
